urn,type,status,published_at_utc,post_url,title,excerpt,text,image_url,impressions,reactions,comments,reposts,stats_captured_at
7231316388047454208,post,PUBLISHED,2024-08-19T15:09:38.272Z,https://www.linkedin.com/feed/update/urn:li:activity:7231316388047454208/,Had an incredible week at the Pentaho office in Orlando,"🙌 It was all about collaboration, innovation, and, of course, some well-deserved downtime with this amazing team. 🚀 Working together not only drives results but also builds…","Had an incredible week at the Pentaho office in Orlando! 🙌 It was all about collaboration, innovation, and, of course, some well-deserved downtime with this amazing team. 🚀 Working together not only drives results but also builds lasting memories with the best in the business.




…more






























Pentaho




30,820 followers




1yr • 




















Part of the team wrapped up a week of hard work at the Pentaho office in Orlando last week, and what better way to celebrate than with some good food and even better company? 🎉🍻 Everyone brought their A-game all week and were able to kick back and enjoy some well-deserved downtime.

Here’s to the laughs, the hustle, and making memories with some of the best people in the software business! #Pentaho #OrlandoVibes #WorkHardPlayHard #TeamFun",,765,16,0,0,2026-07-26
7178876499700154369,post,PUBLISHED,2024-03-27T22:12:14.604Z,https://www.linkedin.com/feed/update/urn:li:activity:7178876499700154369/,I am thrilled to announce the launch of my newest open-source endeavor - DuckDB…,"Studio! Following the warm reception of ""DuckDB Data API & Micro ORM,"" I'm excited to present this extension product ""DuckDB Studio"", a web-based utility designed to streamline…","I am thrilled to announce the launch of my newest open-source endeavor - DuckDB Studio!

Following the warm reception of ""DuckDB Data API & Micro ORM,"" I'm excited to present this extension product ""DuckDB Studio"", a web-based utility designed to streamline your interaction with DuckDB databases.

DuckDB Studio is crafted for data enthusiasts and Data Engineers, AI/ML Developers, and those eager to dive into database management without the complexity. Give it a spin and see how it transforms your data workflow.

DuckDB Studio on GitHub https://lnkd.in/eEDVDD7a
DuckDB Studio on Vercel, Demo https://lnkd.in/eKbp_amC

The online demo comes with two databases ""tickit"" and ""OpenBeersDB""

Why DuckDB Studio stands out:

- Ease of Access: Effortlessly view your databases and tables.
- Enhanced Data Visualization: Navigate through your data in a user-friendly table view, with convenient pagination.
- Flexible SQL Query Execution: Run any SQL query, tailored to your needs.
- 'Prettify' Feature: Beautify your SQL queries with ease, enhancing readability and maintenance.

As of now, the open-source landscape offers limited tools for querying DuckDB, with DBWeaver catering more to professional use. DuckDB Studio fills this gap, providing a versatile, web-based solution.

Looking Ahead:

- Automatic online API docs for newly created tables/entities.
- Incorporation of SQLGlot for
- advanced online query transpile to 20+ data sources
- A robust SQL Query Optimizer, and
- Enhanced data lineage insights with table, column, and projection extraction.

Inspiration for DuckDB Studio was drawn from several notable projects like Drizzle Studio/ORM, RillData, Grafana Query Editor, and SQLglot, aiming to simplify data handling and analysis.",https://media.licdn.com/dms/image/v2/D4E22AQEo2KOrLrHdwQ/feedshare-shrink_800/feedshare-shrink_800/0/1711577530880?e=1786579200&v=beta&t=SpOIG9IcNqHr7VAeLhKXYvzlQEqTT-48ayOEjgxBKP4,0,72,3,0,2026-07-26
7174539745090269185,post,PUBLISHED,2024-03-15T22:59:31.732Z,https://www.linkedin.com/feed/update/urn:li:activity:7174539745090269185/,I just open-sourced the 🚀DuckDB Data API & Micro ORM,Your RESTful Bridge to MotherDuck 🦆 Unlock the full potential of DuckDB directly from your applications with this open-source project. It empowers you to interact with DuckDB…,"I just open-sourced the 🚀DuckDB Data API & Micro ORM: Your RESTful Bridge to MotherDuck 🦆

Unlock the full potential of DuckDB directly from your applications with this open-source project. It empowers you to interact with DuckDB databases via a RESTful interface—crafted by this project to complement MotherDuck's serverless DB capabilities.

👉 Explore now: https://lnkd.in/eMpzze39

While MotherDuck excels as a serverless solution for DuckDB, The duckdb_data_api introduces the missing piece: easy RESTful access. Designed for hobbyists and small projects, this solution is perfect for edge deployment, ensuring your applications stay close to your data with the unbeatable performance of DuckDB.

Tech Stack Highlights:

🌟 MotherDuck: The serverless backbone for DuckDB.
✨ RESTful Access: The star feature of this project, making MotherDuck accessible via HTTP.
🐍 Python & SQLAlchemy: Crafting a dynamic and robust data layer.
🚀 FastAPI: For building efficient, scalable backend services.
☁️ Vercel: Deploy effortlessly, scale infinitely. Bring your DuckDB-powered applications to the edge with zero hassle.

#OpenSource #DuckDB #MotherDuck #Python #FastAPI #SQLAlchemy #Vercel #DataAPI #RESTAPI




…more







<article class=""",,0,24,0,0,2026-07-26
7098016010166784000,post,PUBLISHED,2023-08-17T19:01:31.584Z,https://www.linkedin.com/feed/update/urn:li:activity:7098016010166784000/,The true sign of intelligence is not knowledge but imagination,"Albert Einstein once said that. But he didn't use AI;) He was right in saying that the intelligence level of an individual is not dependent on the facts he knows, but on how he…","The true sign of intelligence is not knowledge but imagination.

Albert Einstein once said that. But he didn't use AI;)

He was right in saying that the intelligence level of an
individual is not dependent on the facts he knows, but
on how he applies them creatively to solve problems in the world.

We are now at a point where AI can help us access any
formula and scientific data, and even esthetic calculations
like the ones MidJ is performing.

But by memorizing formula and scientific data, we only prove
to the world that our brain’s storage capacity is high; in fact,
anyone can read encyclopedias and gain knowledge but not
everyone can find loopholes and make new discoveries.

Bill Gates, Mark Zuckerberg, and Larry Ellison, who are known for their intelligence, never completed their university studies. If intelligence was based on the knowledge that people gained at colleges and universities, these three gentlemen would never have made it to the list of most intelligent people in the world.

There is no limit to imagination, which is what makes it so unique.
And also us humans:)
Ideas stem from curiosity and imagination, and these ideas can be transformed into useful applications with the help of existing knowledge.

Keep your creativity going!:)

Video credit: @adailycloud
#ai #artificialintelligence #creativity #technology




…more
































PlayMedia is loadingPlayPlayLoaded: 23.93%0:00Stream Type LIVERemaining time -0:16 1xPlayback speedPlayback speed0.5x0.75x1x, selected1.25x1.5x1.75x2xTurn closed captions onShow captionsUnmuteTurn fullscreen onFullscreenMedia player modal window



























<div class=""","https://media.licdn.com/dms/image/v2/D4D05AQGsN3WcOGThfg/feedshare-thumbnail_720_1280/feedshare-thumbnail_720_1280/0/1691999032925?e=1785686400&v=beta&t=LmwSAOu7dKummfxgzleqMwhhciIr4c-MJAMaKDb4uRM"");",0,6,0,0,2026-07-26
7081135560949387264,post,PUBLISHED,2023-07-02T05:04:38.867Z,https://www.linkedin.com/feed/update/urn:li:activity:7081135560949387264/,Teamwork & Growth Mindset | Follow Vedang R,"Vatsa FRSA Teamwork and growth mindset are two powerful forces that can help people achieve great things. When people work together with a growth mindset, they can overcome any…","Teamwork & Growth Mindset | Follow Vedang R. Vatsa FRSA

Teamwork and growth mindset are two powerful forces that can help people achieve great things. When people work together with a growth mindset, they can overcome any challenge and achieve their goals.

If you want to be successful in your career, it is important to develop both teamwork and growth mindset skills. Here are some tips:

• Be willing to collaborate: Be open to working with others and sharing your ideas.

• Be supportive: Be there for your teammates and offer your help and encouragement.

• Be open to feedback: Be willing to listen to and consider the input of others.

• Be persistent: Don't give up easily when faced with challenges.

• Be willing to learn: Be open to new experiences and learning new things.

#motivation #leadership #management #growth




…more

































PlayMedia is loadingPlayPlayLoaded: 20.56%0:00Stream Type LIVERemaining time -0:38 1xPlayback speedPlayback speed0.5x0.75x1x, selected1.25x1.5x1.75x2xTurn closed captions onShow captionsUnmuteTurn fullscreen onFullscreenMedia player modal windowMedia player modal window This modal can be closed by pressing the Escape key or activating the close button.Close modal window



























<div class=""",,0,9,0,0,2026-07-26
7069814276034629632,post,PUBLISHED,2023-05-31T23:17:54.204Z,https://www.linkedin.com/feed/update/urn:li:activity:7069814276034629632/,If you do anything long enough you will figure out how to get things done more…,efficiently 💯. Agree? 👏🏻 Let's connect and follow me! ❤️ #letsconnect #business #management #innovation #motivation #kindness #Networking #Workfromhome #Homeoffice…,"If you do anything long enough you will figure out how to get things done more efficiently 💯. Agree? 👏🏻
Let's connect and follow me! ❤️

#letsconnect #business #management #innovation #motivation #kindness #Networking #Workfromhome #Homeoffice
#workingathome #Life #Entrepreneurship #Work #Success
#mentorship #Creativity #Inspiration #Mobileapplications
#Healthcare #entrepreneur #Mondaymotivation #careers
#future #innovation #humanresources #digitalmarketing #technology #economics #india #leadership #hr #love
#personaldevelopment #branding #marketing #socialmedia
#jobinterviews #futurism #bestadvice #socialnetworking
#whatinspiresme #markets #startups #venturecapital
#leanstartups #advertisingandmarketing #investing #bankingindustry #personalbranding #education #productivity

Checkout the post 👇 and enjoy your day!

https://lnkd.in/exvNER3p
https://lnkd.in/eh7WN_Ht




…more
































PlayMedia is loadingPlayPlayLoaded: 29.70%0:00Stream Type LIVERemaining time -0:13 1xPlayback speedPlayback speed0.5x0.75x1x, selected1.25x1.5x1.75x2xTurn closed captions onShow captionsUnmuteTurn fullscreen onFullscreenMedia player modal window






























<div class=""",,0,0,0,0,2026-07-26
7064691230785298433,post,PUBLISHED,2023-05-17T20:00:45.035Z,https://www.linkedin.com/feed/update/urn:li:activity:7064691230785298433/,"When we allow creativity 🍂🍁to lead us, we shift our perspective 🤩 to see our…",environment through a lens of possibility. Let’s all give ourselves a creative 😎moment today. Slow down and do something that feeds our creative souls. 👩🏾‍🎤🎨👩🏻‍🎨 Let’s…,"When we allow creativity 🍂🍁to lead us, we shift our perspective 🤩 to see our environment through a lens of possibility.

Let’s all give ourselves a creative 😎moment today.

Slow down and do something that feeds our creative souls. 👩🏾‍🎤🎨👩🏻‍🎨

Let’s notice what happens when we go back into our routine.⚡️💡🤔

Creativity of any kind is often the path to innovation. 🦄🦋➰

Let’s value and nurture our inner creativity and allow ourselves to enjoy the process.

Our greatest gifts 💐become accessible when we are able to fully express ourselves, our ideas, our unique perspective and yes, even the art we create along the way.

✅ Check out my profile if you need some support, book a discovery call.

#thoughtleader #creativity #perspective Talk Boutique




…more

































PlayMedia is loadingPlayPlayLoaded: 27.25%0:00Stream Type LIVERemaining time -0:44 1xPlayback speedPlayback speed0.5x0.75x1x, selected1.25x1.5x1.75x2xTurn closed captions onShow captionsUnmuteTurn fullscreen onFullscreenMedia player modal windowMedia player modal window This modal can be closed by pressing the Escape key or activating the close button.Close modal window



























<div class=""",,0,2,0,0,2026-07-26
7046921120423272448,post,PUBLISHED,2023-03-29T19:08:40.572Z,https://www.linkedin.com/feed/update/urn:li:activity:7046921120423272448/,"A woman, who came to the US as an Immigrant, developed ChatGPT","Mira Murati It's the most popular technology and one that's going to change the way we do a lot of things. Mira Murati, is the CTO of the company and that's something other…","A woman, who came to the US as an Immigrant, developed ChatGPT
Mira Murati

It's the most popular technology and one that's going to change the way we do a lot of things.

Mira Murati, is the CTO of the company and that's something other people, especially girls growing up, should know.

Very cool, and very revolutionary 👏🏾👏🏾

It's Women's History Month and she made history!🥂

#technology #change #womanintech

https://lnkd.in/egbVJ2wT




…more









<article class=""",,0,3,0,0,2026-07-26
7035999604307341312,post,PUBLISHED,2023-02-27T15:50:28.218Z,https://www.linkedin.com/feed/update/urn:li:activity:7035999604307341312/,BRINGING OUT CREATIVITY AT ITS FINEST,"Creativity is for everyone. No matter how old you are, what you do in your life, it is around us. We always use our heads in creating something unique to show or in doing…","BRINGING OUT CREATIVITY AT ITS FINEST

Creativity is for everyone. No matter how old you are, what you do in your life, it is around us. We always use our heads in creating something unique to show or in doing something. It is essential. This is what usually professionals do once they hit the field. They express through different ways.

Creativity helps increase your confidence either on the runway or to show your outcome. You know why? Because everything came from you. You were able to express everything though art in the best way. Confidence may take time to develop, but the more you practice and make it a routine, you will definitely get there. Don’t be scared, there are a lot of ways in learning as well. Go explore and inspire yourself in creating something from the heart.

Creativity flows within us. Some or most of you may not use it often, but it is always there. There are a lot of ways in expressing not just in outputs, but also in our daily life. It can be done in the kitchen, a way you do in finishing your work, beating the deadline, and so on. It has no limits and rules, just go with it in whatever you feel like doing it.

Checkout the video 👇 to know about these cup and saucer sets which have won the Guinness Book of World records for beautification.Lots of Physics/optics are involved in designing the illusions.Truly a masterpiece of art.

Video Credit - This is taken from the #socialmedia and all credit goes to the owner of this video.

Follow Ravi Narayanan for inspiring and motivational posts everyday.

#creativethinking #creativity #creativityskills #creativedesign #finest #linkedin #whatinspiresme #bestadvice




…more

































PlayMedia is loadingPlayPlayLoaded: 2.11%0:00Stream Type LIVERemaining time -3:06 1xPlayback speedPlayback speed0.5x0.75x1x, selected1.25x1.5x1.75x2xTurn closed captions onShow captionsUnmuteTurn fullscreen onFullscreenMedia player modal windowMedia player modal window This modal can be closed by pressing the Escape key or activating the close button.Close modal window



























<div class=""","https://media.licdn.com/dms/image/v2/D5605AQH2QD0d-hqIXw/feedshare-thumbnail_720_1280/feedshare-thumbnail_720_1280/0/1676429857574?e=1785686400&v=beta&t=S2fEOWVJtxmeZUaUxA614QZs0L_KtVgYz0QHygNOpos"");",0,1,0,0,2026-07-26
7032393100408872961,post,PUBLISHED,2023-02-17T16:59:30.683Z,https://www.linkedin.com/feed/update/urn:li:activity:7032393100408872961/,💠 How do creative people come up with great ideas.❓,"💠 Let's talk about creativity, and this necessity to be creative. 👍 💠 Creativity is a process where knowledge imagination, and actions are put into practice and exercised…","💠 How do creative people come up with great ideas.❓

💠 Let's talk about creativity, and this necessity to be creative. 👍

💠 Creativity is a process where knowledge imagination, and actions are put into practice and exercised regularly.💯

💠 Let your mind wander, challenge yourself to think up lots of ideas around a topic or problem at the same time.✔

💠 Never expect creativity to just happen. look for new sources of inspiration that will give you fresh ideas and motivate you to generate unique.💯🙏

👉 Which one you like the most in video, credit goes to owner 👈

#creativity #people #inspiration #creative #wander #challenge




…more

































PlayMedia is loadingPlayPlayLoaded: 72.52%0:02Stream Type LIVERemaining time -0:47 1xPlayback speedPlayback speed0.5x0.75x1x, selected1.25x1.5x1.75x2xTurn closed captions onShow captionsUnmuteTurn fullscreen onFullscreenMedia player modal windowMedia player modal window This modal can be closed by pressing the Escape key or activating the close button.Close modal window



























<div class=""",,0,4,0,0,2026-07-26
