title,linkedin_url,permalink,status,published_at_utc,published_at_et,published_timestamp_ms,created_at_utc,updated_at_utc,article_id,linkedIn_article_urn,entity_urn,initial_update_urn,social_detail_urn,article_type,language,version,featured,author_profile_urns,word_count,character_count,excerpt,embedded_links,cover_image_asset_urn,cover_image_url,cover_image_width,cover_image_height,cover_image_expires_at_utc,cover_image_caption,source_file,source_page_start,source_page_count,reported_total_articles
Edge-Optimized GenAI Chat Web-UI for Ollama & Cloudflare AI models with Context Injection,https://www.linkedin.com/pulse/edge-optimized-genai-chat-web-ui-ollama-cloudflare-ai-karuppaiah-wkoqe/,edge-optimized-genai-chat-web-ui-ollama-cloudflare-ai-karuppaiah-wkoqe,PUBLISHED,2025-02-03T02:05:16+00:00,2025-02-02T21:05:16-05:00,1738548316000,2025-02-03T01:38:21+00:00,2026-05-12T22:06:01+00:00,7291993385563803648,urn:li:linkedInArticle:7291993385563803648,urn:li:fsd_firstPartyArticle:7291993385563803648,urn:li:ugcPost:7292000152851017728,"urn:li:fsd_socialDetail:(urn:li:ugcPost:7292000152851017728,urn:li:ugcPost:7292000152851017728,urn:li:highlightedReply:-)",FIRST_PARTY_ARTICLE,en,83,False,urn:li:fsd_profile:ACoAAADG9mABI_Lra5WpN3iDphp-9_T65NYXSKU,280,2144,"It is a simple GenAI chat web interface built with Next.js that connects to both local Ollama and Cloudflare AI models. This application provides an intuitive interface for interacting with various AI models through a generic chat completions API, featuring customizable settings and real-time streaming responses. The default selected model is Technology Stack Frontend : Next.js 14, React 18 Stylin",https://templrjs-llm-chat-webui.vercel.app/; https://github.com/senthilsweb/templrjs-llm-chat-webui,urn:li:digitalmediaAsset:D4E12AQEdu4-Qd0sNPg,https://media.licdn.com/dms/image/v2/D4E12AQEdu4-Qd0sNPg/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1738546841399?e=1785369600&v=beta&t=XoI9sf9mvBcDRiMw-LpLn32n0rrYQI9GFcp7Ls9SSjY,1280,720,2026-07-30T00:00:00+00:00,,Pasted text(12).txt,10,10,39
Embedding LLM in SQL is simple!,https://www.linkedin.com/pulse/embedding-llm-sql-simple-senthilnathan-karuppaiah-x0ere/,embedding-llm-sql-simple-senthilnathan-karuppaiah-x0ere,PUBLISHED,2025-01-27T03:36:53+00:00,2025-01-26T22:36:53-05:00,1737949013000,2025-01-27T03:20:25+00:00,2026-05-07T10:28:34+00:00,7289482356434874368,urn:li:linkedInArticle:7289482356434874368,urn:li:fsd_firstPartyArticle:7289482356434874368,urn:li:ugcPost:7289486494333820930,"urn:li:fsd_socialDetail:(urn:li:ugcPost:7289486494333820930,urn:li:ugcPost:7289486494333820930,urn:li:highlightedReply:-)",FIRST_PARTY_ARTICLE,en,53,False,urn:li:fsd_profile:ACoAAADG9mABI_Lra5WpN3iDphp-9_T65NYXSKU,105,735,"Inspired by Snowflake’s AI-driven analytics and MotherDuck’s recent implementation of SQL + LLM ( Introducing the function), I explored LLM-powered Business Insights using DuckDB , embedding AI directly into SQL workflows for real-time data intelligence . Use Case: Privacy Engineering – Detecting and Masking PII The fully working code is available as a Jupyter Notebook , which can be accessed from",https://motherduck.com/blog/sql-llm-prompt-function-gpt-models/,urn:li:digitalmediaAsset:D4E12AQGbtWENmhStXQ,https://media.licdn.com/dms/image/v2/D4E12AQGbtWENmhStXQ/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1737948025025?e=1785369600&v=beta&t=yM5CI_6QtdkMpRlZWGkkMtSm4_qcW69v-WYiwEg0Zy8,1280,720,2026-07-30T00:00:00+00:00,,Pasted text(12).txt,10,10,39
Data Pipeline Diagrams as Code,https://www.linkedin.com/pulse/data-pipeline-diagrams-visualizer-code-senthilnathan-karuppaiah-wyhue/,data-pipeline-diagrams-visualizer-code-senthilnathan-karuppaiah-wyhue,PUBLISHED,2025-01-06T05:05:05+00:00,2025-01-06T00:05:05-05:00,1736139905000,2025-01-06T04:10:11+00:00,2026-05-06T10:39:56+00:00,7281884734685626369,urn:li:linkedInArticle:7281884734685626369,urn:li:fsd_firstPartyArticle:7281884734685626369,urn:li:ugcPost:7281898546449027072,"urn:li:fsd_socialDetail:(urn:li:ugcPost:7281898546449027072,urn:li:ugcPost:7281898546449027072,urn:li:highlightedReply:-)",FIRST_PARTY_ARTICLE,en,171,False,urn:li:fsd_profile:ACoAAADG9mABI_Lra5WpN3iDphp-9_T65NYXSKU,524,3567,"Introduction Creating diagrams for data pipelines, workflows, and architectures is a routine task for many of us. Whether it's for internal presentations, client discussions, or technical documentation, the process can often feel repetitive and time-consuming. I just launched a new open source tool/utility designed to simplify the process of creating data pipeline diagrams—a YAML-based tool that g",https://www.datastackdiagram.com; https://www.linkedin.com/feed/update/urn:li:activity:7280991260042006529/; http://Draw.io; https://iconify.design/; https://www.senthilsweb.com/data-pipeline-visulalizer; https://gist.github.com/senthilsweb/d2779178aede974e3a2c148722f385cb; https://gist.github.com/senthilsweb/2de9f56fc6d309d6434543f892b59808; https://github.com/senthilsweb/privacyshield-web.git,urn:li:digitalmediaAsset:D4E12AQEQJj04kbilnA,https://media.licdn.com/dms/image/v2/D4E12AQEQJj04kbilnA/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1736137342695?e=1785369600&v=beta&t=qntAyL0c8ISyKUGb1FFbEgSqOFpPBepYdI9tzEzMLOg,1280,720,2026-07-30T00:00:00+00:00,,Pasted text(12).txt,10,10,39
Privacy Engineering with LLMs: Safeguarding PII While Enhancing Text with Privacy Shield,https://www.linkedin.com/pulse/privacy-engineering-llms-safeguarding-pii-while-text-karuppaiah-gldde/,privacy-engineering-llms-safeguarding-pii-while-text-karuppaiah-gldde,PUBLISHED,2024-12-31T00:59:42+00:00,2024-12-30T19:59:42-05:00,1735606782000,2024-12-31T00:46:09+00:00,2026-05-08T12:52:03+00:00,7279659058343645184,urn:li:linkedInArticle:7279659058343645184,urn:li:fsd_firstPartyArticle:7279659058343645184,urn:li:ugcPost:7279662467515879424,"urn:li:fsd_socialDetail:(urn:li:ugcPost:7279662467515879424,urn:li:ugcPost:7279662467515879424,urn:li:highlightedReply:-)",FIRST_PARTY_ARTICLE,en,82,False,urn:li:fsd_profile:ACoAAADG9mABI_Lra5WpN3iDphp-9_T65NYXSKU,806,5627,"Introduction In today’s data-driven environment, the use of Large Language Models (LLMs) for generative AI and text processing is not just important but increasingly common. With tools like ChatGPT, Google Gemini, Claude.ai , Perplexity and open-source AI models like Llama, Mistral.ai etc. people now rely on LLMs for tasks ranging from email proofreading to refining documents like legal contracts ","http://Claude.ai; http://Mistral.ai; https://python.langchain.com/v0.1/docs/guides/productionization/safety/presidio_data_anonymization/reversible/; https://microsoft.github.io/presidio/; https://www.langchain.com/; https://openai.com/; https://ollama.com/; https://fastapi.tiangolo.com/; https://privacyshield.vercel.app/anonymizer; https://res.cloudinary.com/nathansweb/video/upload/du_60,so_2,vc_auto/v1735701551/privacyshield-screencast.mp4",urn:li:digitalmediaAsset:D4E12AQHyHwfpoX4PsA,https://media.licdn.com/dms/image/v2/D4E12AQHyHwfpoX4PsA/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1735605968033?e=1785369600&v=beta&t=ehcDfvf7i7v-XfQANcADAViUN-A7l8C_mb61vE5Io14,1280,720,2026-07-30T00:00:00+00:00,,Pasted text(12).txt,10,10,39
Lightweight HTML to PDF with Puppeteer: Simple PDF Export for Edge Deployments,https://www.linkedin.com/pulse/lightweight-html-pdf-puppeteer-simple-export-edge-karuppaiah-u2dye/,lightweight-html-pdf-puppeteer-simple-export-edge-karuppaiah-u2dye,PUBLISHED,2024-12-27T02:52:50+00:00,2024-12-26T21:52:50-05:00,1735267970000,2024-12-27T02:29:48+00:00,2026-05-09T20:36:33+00:00,7278235594701299713,urn:li:linkedInArticle:7278235594701299713,urn:li:fsd_firstPartyArticle:7278235594701299713,urn:li:ugcPost:7278241388805193728,"urn:li:fsd_socialDetail:(urn:li:ugcPost:7278241388805193728,urn:li:ugcPost:7278241388805193728,urn:li:highlightedReply:-)",FIRST_PARTY_ARTICLE,en,49,False,urn:li:fsd_profile:ACoAAADG9mABI_Lra5WpN3iDphp-9_T65NYXSKU,340,2475,"This microservice is designed to address simple PDF export needs, making it ideal for generating blog articles, profile cards, and other lightweight use cases. It prioritizes efficiency and edge platform compatibility, avoiding the overhead of heavy PDF reporting tools. While it's a valuable addition to my open-source TemplrJS Nuxt Fullstack Framework , it is equally useful for standalone applicat",https://github.com/senthilsweb/templrjs.git; https://export2pdf.vercel.app/api/pdf?url=https://www.senthilsweb.com/cms/senthilnathan-karuppaiah?print=true&pageNumbers=true; https://export2pdf.vercel.app/api/pdf?url=https://www.senthilsweb.com/blog/using-makefiles-to-bundle-a-full-stack-app-into-a-go-binary?print=true&pageNumbers=true; https://www.thebiltheory.com/blog/use-puppeteer-on-aws-lambdas,urn:li:digitalmediaAsset:D4E12AQEpGCgHAilzwA,https://media.licdn.com/dms/image/v2/D4E12AQEpGCgHAilzwA/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1735266587820?e=1785369600&v=beta&t=GIRp7_0VKVx2RZ23FpSwXEvCy27UXVSexXOoNsjSuJo,1280,720,2026-07-30T00:00:00+00:00,,Pasted text (2).txt,20,10,39
"Building a Generative Q&A Engine with Semantic Search and Embeddings
",https://www.linkedin.com/pulse/building-generative-qa-engine-semantic-search-karuppaiah-vvkfe/,building-generative-qa-engine-semantic-search-karuppaiah-vvkfe,PUBLISHED,2024-12-25T18:43:19+00:00,2024-12-25T13:43:19-05:00,1735152199000,2024-12-25T18:18:21+00:00,2026-05-06T19:17:20+00:00,7277749529603407872,urn:li:linkedInArticle:7277749529603407872,urn:li:fsd_firstPartyArticle:7277749529603407872,urn:li:ugcPost:7277755805834129408,"urn:li:fsd_socialDetail:(urn:li:ugcPost:7277755805834129408,urn:li:ugcPost:7277755805834129408,urn:li:highlightedReply:-)",FIRST_PARTY_ARTICLE,en,113,False,urn:li:fsd_profile:ACoAAADG9mABI_Lra5WpN3iDphp-9_T65NYXSKU,473,3476,"Introduction In the age of AI-powered tools and intelligent systems, the ability to search, analyze, and generate insights from documents has become paramount. Semantic search and generative AI offer powerful capabilities to build engines that allow querying large sets of documents, answering questions naturally, and even recommending relevant content. This article is part one of a multi-series gu",https://youtu.be/Yhtjd7yGGGA?si=5dxX8cziMWnCG5qj,urn:li:digitalmediaAsset:D4E12AQEC8oqQ4lG4gg,https://media.licdn.com/dms/image/v2/D4E12AQEC8oqQ4lG4gg/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1735150916688?e=1785369600&v=beta&t=961SY3KJHvUODzuJk0YcFcFiRmnD97MMR9ClD-sm-6c,1280,720,2026-07-30T00:00:00+00:00,,Pasted text (2).txt,20,10,39
Crafting Stunning Event Tickets with Pentaho Reports: A Low-Code No-Code Journey!,https://www.linkedin.com/pulse/crafting-stunning-movie-tickets-pentaho-reports-karuppaiah-snd8e/,crafting-stunning-movie-tickets-pentaho-reports-karuppaiah-snd8e,PUBLISHED,2024-10-06T14:46:28+00:00,2024-10-06T10:46:28-04:00,1728225988000,2024-10-06T13:57:05+00:00,2026-05-01T07:25:17+00:00,7248692748109647872,urn:li:linkedInArticle:7248692748109647872,urn:li:fsd_firstPartyArticle:7248692748109647872,urn:li:ugcPost:7248705172460171266,"urn:li:fsd_socialDetail:(urn:li:ugcPost:7248705172460171266,urn:li:ugcPost:7248705172460171266,urn:li:highlightedReply:-)",FIRST_PARTY_ARTICLE,en,144,False,urn:li:fsd_profile:ACoAAADG9mABI_Lra5WpN3iDphp-9_T65NYXSKU,535,3548,"When it comes to generating business reports, organizations often face a plethora of choices. Solutions like JasperReports, Crystal Reports, Microsoft Reporting Services, ActiveReports for .NET, HTML to PDF etc. dominate the market for their powerful report design and rendering capabilities. However, in this article, I'll dive into Pentaho Reports —and demonstrate how I created a flashy and stunni",https://supabase.com/; https://github.com/senthilsweb/learn-pentaho-with-senthil/; https://www.canva.com/p/templates/EAFoB02pMvI-blue-event-concert-music-ticket/,urn:li:digitalmediaAsset:D4E12AQHl2RKHzx4Mpg,https://media.licdn.com/dms/image/v2/D4E12AQHl2RKHzx4Mpg/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1728223025041?e=1785369600&v=beta&t=5m8e3plOH6Kwdt6w-sQn8Ib-n9bSXU4yDcL95hO_RWg,1280,720,2026-07-30T00:00:00+00:00,,Pasted text (2).txt,20,10,39
Deploying Pentaho Carte Server on Fly.io with Firecracker VM: A Fun Way to Learn ETL! 🌟,https://www.linkedin.com/pulse/deploying-pentaho-carte-server-flyio-firecracker-vm-fun-karuppaiah-hvmle/,deploying-pentaho-carte-server-flyio-firecracker-vm-fun-karuppaiah-hvmle,PUBLISHED,2024-09-30T03:20:17+00:00,2024-09-29T23:20:17-04:00,1727666417000,2024-09-30T02:38:57+00:00,2026-04-28T13:10:56+00:00,7246347762911387648,urn:li:linkedInArticle:7246347762911387648,urn:li:fsd_firstPartyArticle:7246347762911387648,urn:li:ugcPost:7246358162239365121,"urn:li:fsd_socialDetail:(urn:li:ugcPost:7246358162239365121,urn:li:ugcPost:7246358162239365121,urn:li:highlightedReply:-)",FIRST_PARTY_ARTICLE,en,48,False,urn:li:fsd_profile:ACoAAADG9mABI_Lra5WpN3iDphp-9_T65NYXSKU,224,1482,"This is a quick guide on deploying the Pentaho Carte Server on Fly.io using Firecracker VM —a great way to learn and practice the Pentaho data platform with the Pentaho Data Integration carte server. Carte is a lightweight web container that allows you to set up a dedicated, remote ETL server, making it easier to manage and execute Pentaho jobs. Firecracker is a lightweight virtualization technolo",http://Fly.io; https://github.com/senthilsweb/learn-pentaho-with-senthil,urn:li:digitalmediaAsset:D4E12AQHvWH-AnceIUQ,https://media.licdn.com/dms/image/v2/D4E12AQHvWH-AnceIUQ/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1727665400795?e=1785369600&v=beta&t=OBU9x2NDelUtw4ye5Q5lgTQTpjGROCIsDVE1xzsCSKQ,1280,720,2026-07-30T00:00:00+00:00,,Pasted text (2).txt,20,10,39
"Pentaho: Versatile Data Engineering for All Needs—ETL, Reverse ETL, ELT, Data Lakes, Big Data, Data Quality, Reporting, Visualization & Data 360",https://www.linkedin.com/pulse/pentaho-versatile-data-engineering-all-needsetl-etl-elt-karuppaiah-r2pce/,pentaho-versatile-data-engineering-all-needsetl-etl-elt-karuppaiah-r2pce,PUBLISHED,2024-09-29T13:48:01+00:00,2024-09-29T09:48:01-04:00,1727617681000,2024-09-29T13:25:39+00:00,2026-05-03T17:33:45+00:00,7246148122018557952,urn:li:linkedInArticle:7246148122018557952,urn:li:fsd_firstPartyArticle:7246148122018557952,urn:li:ugcPost:7246153749671329792,"urn:li:fsd_socialDetail:(urn:li:ugcPost:7246153749671329792,urn:li:ugcPost:7246153749671329792,urn:li:highlightedReply:-)",FIRST_PARTY_ARTICLE,en,96,False,urn:li:fsd_profile:ACoAAADG9mABI_Lra5WpN3iDphp-9_T65NYXSKU,547,3825,"Pentaho remains a powerful and relevant tool in the data integration and analytics space. Its comprehensive features, cross-platform support, and strong community make it an excellent choice for organizations and developers alike. Whether you want to build complex data pipelines, design insightful reports, or dive into data analysis, Pentaho has the tools to help you succeed. In today's fast-chang",https://pentaho.com/; https://pentaho.com/pentaho-developer-edition/#communityProducts; https://jamesdixon.wordpress.com/2010/10/14/pentaho-hadoop-and-data-lakes/; https://jamesdixon.wordpress.com/2014/09/25/data-lakes-revisited/,urn:li:digitalmediaAsset:D4E12AQEMoIxveSqPeQ,https://media.licdn.com/dms/image/v2/D4E12AQEMoIxveSqPeQ/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1727616338802?e=1785369600&v=beta&t=5AQOWlp9yaz730mPEXz6_aNgE9CBubzBXSfW8O1VjPw,1280,720,2026-07-30T00:00:00+00:00,,Pasted text (2).txt,20,10,39
"Simplify Decision Logic with GoRules: An Embeddable Rules Engine for Python, Go, Rust, and NodeJS",https://www.linkedin.com/pulse/simplify-decision-logic-gorules-embeddable-rules-go-rust-karuppaiah-k8nke/,simplify-decision-logic-gorules-embeddable-rules-go-rust-karuppaiah-k8nke,PUBLISHED,2024-09-21T22:41:26+00:00,2024-09-21T18:41:26-04:00,1726958486000,2024-09-21T22:21:54+00:00,2026-04-29T14:04:21+00:00,7243383970963292160,urn:li:linkedInArticle:7243383970963292160,urn:li:fsd_firstPartyArticle:7243383970963292160,urn:li:ugcPost:7243388886167556096,"urn:li:fsd_socialDetail:(urn:li:ugcPost:7243388886167556096,urn:li:ugcPost:7243388886167556096,urn:li:highlightedReply:-)",FIRST_PARTY_ARTICLE,en,71,False,urn:li:fsd_profile:ACoAAADG9mABI_Lra5WpN3iDphp-9_T65NYXSKU,328,2250,"If you've worked with JBOSS Drools or other rule engines, you're probably all too familiar with the complexity that comes with them. Managing decision-making logic often turns into a chore, with intricate configurations and steep learning curves. That's why I'm excited to introduce GoRules Zen BRE —an open-source Business Rules Engine (BRE) built in Rust , designed to support Python, Go, Rust, and",https://gorules.io/; https://www.drools.org/; https://github.com/cachecontrol/json-rules-engine; https://github.com/hyperjumptech/grule-rule-engine; http://gorules.io; https://github.com/gorules/zen; https://colab.research.google.com/drive/115S-TkYrkcbBt7UazTTK1MIlOTy33JJS?usp=sharing; https://gist.github.com/senthilsweb/ec607fd16af439e76666fc77c5ecc794,urn:li:digitalmediaAsset:D4E12AQFR_nMBQiHc_w,https://media.licdn.com/dms/image/v2/D4E12AQFR_nMBQiHc_w/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1726957912927?e=1785369600&v=beta&t=3qL2e0i-eUMS6uxJbauCtwlYtnhgmSxCMlLeYAOgFZk,1279,720,2026-07-30T00:00:00+00:00,The image is from https://gorules.io/,Pasted text (2).txt,20,10,39
JIRA to DuckDB Bot: A Simple Python Data Pipeline with DLThub,https://www.linkedin.com/pulse/jira-duckdb-bot-simple-python-data-pipeline-dlthub-karuppaiah-px2we/,jira-duckdb-bot-simple-python-data-pipeline-dlthub-karuppaiah-px2we,PUBLISHED,2024-09-14T20:18:14+00:00,2024-09-14T16:18:14-04:00,1726345094000,2024-09-14T19:10:09+00:00,2026-04-26T07:52:36+00:00,7240799001363558402,urn:li:linkedInArticle:7240799001363558402,urn:li:fsd_firstPartyArticle:7240799001363558402,urn:li:ugcPost:7240816133509980160,"urn:li:fsd_socialDetail:(urn:li:ugcPost:7240816133509980160,urn:li:ugcPost:7240816133509980160,urn:li:highlightedReply:-)",FIRST_PARTY_ARTICLE,en,147,False,urn:li:fsd_profile:ACoAAADG9mABI_Lra5WpN3iDphp-9_T65NYXSKU,333,2302,"Use Case Organizations often use JIRA for project management, and the need to automate data extraction from JIRA for analytics is common. The approach was to create a lightweight bot that automates the extraction of JIRA issue data using a JQL query, processes it in CSV format, and loads it into databases like DuckDB for development purposes or Snowflake for production-level analytics. This provid",https://gist.github.com/senthilsweb/1e1caa0c9d95b3772c36d3a210caab11; http://duckdb.py,urn:li:digitalmediaAsset:D4E12AQH3OdSMybgbdw,https://media.licdn.com/dms/image/v2/D4E12AQH3OdSMybgbdw/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1726344957664?e=1785369600&v=beta&t=HDovP8GfYjkPwahnsXc6sx-V__niI-Sux4IpNaPsmKA,1280,720,2026-07-30T00:00:00+00:00,,Pasted text (2).txt,20,10,39
Social-Card: Dynamic Image Creation on the Edge with Vercel Open Graph,https://www.linkedin.com/pulse/social-card-dynamic-image-creation-edge-vercel-open-graph-karuppaiah-cte2e/,social-card-dynamic-image-creation-edge-vercel-open-graph-karuppaiah-cte2e,PUBLISHED,2024-09-10T04:07:33+00:00,2024-09-10T00:07:33-04:00,1725941253000,2024-09-10T03:49:15+00:00,2026-04-30T05:39:42+00:00,7239117698280947712,urn:li:linkedInArticle:7239117698280947712,urn:li:fsd_firstPartyArticle:7239117698280947712,urn:li:ugcPost:7239122302049611776,"urn:li:fsd_socialDetail:(urn:li:ugcPost:7239122302049611776,urn:li:ugcPost:7239122302049611776,urn:li:highlightedReply:-)",FIRST_PARTY_ARTICLE,en,65,False,urn:li:fsd_profile:ACoAAADG9mABI_Lra5WpN3iDphp-9_T65NYXSKU,226,1525,"social-card: A dynamic image generator for business, profile, and social cards using Vercel Open Graph, Next.js, and TailwindCSS. Easily customize and create visually appealing cards for any purpose! Features Business, Profile, and Social Cards: Automatically generate profile cards for sharing across platforms. QR Code Generation: A built-in API to create QR codes that can be embedded in profile c",https://github.com/senthilsweb/social-card,urn:li:digitalmediaAsset:D4E12AQEsgX2O7Akjnw,https://media.licdn.com/dms/image/v2/D4E12AQEsgX2O7Akjnw/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1725940154473?e=1785369600&v=beta&t=7_puWij_cmrhNmzFr0J_XnUg00y86WoANSYtpnd-3F8,1120,630,2026-07-30T00:00:00+00:00,,Pasted text (2).txt,20,10,39
Flog: A Powerful Fake Log Generator by @mingrammer  🚀📊,https://www.linkedin.com/pulse/flog-powerful-fake-log-generator-mingrammer-senthilnathan-karuppaiah-vmbce/,flog-powerful-fake-log-generator-mingrammer-senthilnathan-karuppaiah-vmbce,PUBLISHED,2024-09-08T22:30:11+00:00,2024-09-08T18:30:11-04:00,1725834611000,2024-09-08T21:44:45+00:00,2026-04-28T09:32:21+00:00,7238663581947293697,urn:li:linkedInArticle:7238663581947293697,urn:li:fsd_firstPartyArticle:7238663581947293697,urn:li:ugcPost:7238675010561724416,"urn:li:fsd_socialDetail:(urn:li:ugcPost:7238675010561724416,urn:li:ugcPost:7238675010561724416,urn:li:highlightedReply:-)",FIRST_PARTY_ARTICLE,en,45,False,urn:li:fsd_profile:ACoAAADG9mABI_Lra5WpN3iDphp-9_T65NYXSKU,115,700,"Looking for a simple way to generate fake log data for testing or simulating real-world scenarios? Look no further than Flog by @mingrammer ! Flog supports multiple common log formats like , JSON, and Common Log Format, making it versatile for various use cases. Whether you're testing log management systems, benchmarking, or generating synthetic data, Flog has you covered . Best of all , it's avai",https://github.com/mingrammer/flog,urn:li:digitalmediaAsset:D4E12AQHabPMwXr23fg,https://media.licdn.com/dms/image/v2/D4E12AQHabPMwXr23fg/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1725834454734?e=1785369600&v=beta&t=cFSjr4gzC9_OnPIO6JlLaCm06k700GhVBoqt2XAHqVM,1280,720,2026-07-30T00:00:00+00:00,,Pasted text (2).txt,20,10,39
Mastering Otel collector - Filelog Receiver: Log Routing & Data Enrichment for Microservices,https://www.linkedin.com/pulse/mastering-otel-collector-filelog-receiver-log-data-karuppaiah-zppke/,mastering-otel-collector-filelog-receiver-log-data-karuppaiah-zppke,PUBLISHED,2024-09-08T16:13:02+00:00,2024-09-08T12:13:02-04:00,1725811982000,2024-09-08T15:52:43+00:00,2026-04-27T08:29:04+00:00,7238574988373422080,urn:li:linkedInArticle:7238574988373422080,urn:li:fsd_firstPartyArticle:7238574988373422080,urn:li:ugcPost:7238580098755436544,"urn:li:fsd_socialDetail:(urn:li:ugcPost:7238580098755436544,urn:li:ugcPost:7238580098755436544,urn:li:highlightedReply:-)",FIRST_PARTY_ARTICLE,en,67,False,urn:li:fsd_profile:ACoAAADG9mABI_Lra5WpN3iDphp-9_T65NYXSKU,145,1046,"This article is a sequel to my earlier post, “ Instant Observability with Zero Code! ” . In this second part of the series, we dive into more advanced configurations for the Open telemetry collector especially the filelog receiver for log files routing and data enrichment leveraging router, multiple filelog receivers, regex parsers etc. Modern Applications & Microservices In today’s world, modern ",https://www.linkedin.com/pulse/instant-observability-zero-code-senthilnathan-karuppaiah-k6nqe/?trackingId=afGEpZq%2FQmWv2Owv6OScoA%3D%3D; https://github.com/senthilsweb/observability/,urn:li:digitalmediaAsset:D4E12AQHPrexTDywq1g,https://media.licdn.com/dms/image/v2/D4E12AQHPrexTDywq1g/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1725811246021?e=1785369600&v=beta&t=t8TzEKIu7tUSBSFe6xlvRhR-ghvPf8ZS9sG4ktNYHdU,1280,720,2026-07-30T00:00:00+00:00,Otel Filelog Receiver,Pasted text (2).txt,20,10,39
Scrape and Transform Instagram Posts into Blog Content—No API Key Needed!,https://www.linkedin.com/pulse/scrape-transform-instagram-posts-blog-contentno-api-key-karuppaiah-phm8e/,scrape-transform-instagram-posts-blog-contentno-api-key-karuppaiah-phm8e,PUBLISHED,2024-09-01T16:48:09+00:00,2024-09-01T12:48:09-04:00,1725209289000,2024-09-01T16:21:41+00:00,2026-04-25T11:14:37+00:00,7236045564864344064,urn:li:linkedInArticle:7236045564864344064,urn:li:fsd_firstPartyArticle:7236045564864344064,urn:li:ugcPost:7236052219123412992,"urn:li:fsd_socialDetail:(urn:li:ugcPost:7236052219123412992,urn:li:ugcPost:7236052219123412992,urn:li:highlightedReply:-)",FIRST_PARTY_ARTICLE,en,67,False,urn:li:fsd_profile:ACoAAADG9mABI_Lra5WpN3iDphp-9_T65NYXSKU,160,1094,"A simple, serverless tool that effortlessly fetches Instagram posts, complete with images, without the need for an API key! Whether you're a content creator, marketer, or small business owner, this tool can help you seamlessly repurpose your Instagram content for your blog or website. Highlights: Extracts your latest Instagram posts exposed as REST api. No API key or complex authentication require",https://github.com/senthilsweb/instagram-scraper.git,urn:li:digitalmediaAsset:D4E12AQEUH-Ub9jU0yw,https://media.licdn.com/dms/image/v2/D4E12AQEUH-Ub9jU0yw/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1725208447630?e=1785369600&v=beta&t=GCpbIAKcA0BhcHWWPwxU9LDg63_S7YPHrZLkGj85nNw,1280,720,2026-07-30T00:00:00+00:00,Instagram Scraper Bot built as V8 Isolate,Pasted text (3).txt,30,10,39
🚀 Instant Observability with Zero Code! ,https://www.linkedin.com/pulse/instant-observability-zero-code-senthilnathan-karuppaiah-k6nqe/,instant-observability-zero-code-senthilnathan-karuppaiah-k6nqe,PUBLISHED,2024-09-01T03:51:20+00:00,2024-08-31T23:51:20-04:00,1725162680000,2024-09-01T03:16:10+00:00,2026-04-25T00:23:25+00:00,7235847882883371008,urn:li:linkedInArticle:7235847882883371008,urn:li:fsd_firstPartyArticle:7235847882883371008,urn:li:ugcPost:7235856730239168513,"urn:li:fsd_socialDetail:(urn:li:ugcPost:7235856730239168513,urn:li:ugcPost:7235856730239168513,urn:li:highlightedReply:-)",FIRST_PARTY_ARTICLE,en,82,False,urn:li:fsd_profile:ACoAAADG9mABI_Lra5WpN3iDphp-9_T65NYXSKU,299,2138,"Need observability in your existing applications? Look no further! I’ve developed a ready-to-use, zero-code solution that brings observability to your applications, regardless of the technology or platform. This Dockerized sidecar leverages OpenTelemetry and OpenObserve seamlessly integrate telemetry and observability without requiring any code changes. Adding Observability as Sidecar into your ex",https://github.com/senthilsweb/observability,urn:li:digitalmediaAsset:D4E12AQFrB8Fn9MKjBw,https://media.licdn.com/dms/image/v2/D4E12AQFrB8Fn9MKjBw/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1725161884179?e=1785369600&v=beta&t=fu0udlddnJGJW1AYwsljuGrrz0tngaVBITs122p42nQ,1280,720,2026-07-30T00:00:00+00:00,Observability as Sidecar,Pasted text (3).txt,30,10,39
